# AMBE-3000 rate_conversion_pairs.csv — per (source, target) rate-pair conversion configuration.
# Full 64x64 matrix over chip rate indices 0-61 + project extensions 62, 63 (P25 full-rate IMBE w/ and w/o FEC).
# Classification rules: identity pairs are passthrough; chip 33<->34 and 62<->{33,34}<->63 are normative spec §4 targets.
# Pairs involving chip 35-61 are "pending" until halfrate_bit_allocations.csv is resolved for those indices.
# Cross-generation pairs (AMBE-1000 <-> AMBE-2000 <-> AMBE+2) are out of current spec scope.
# See rate_conversion_pairs_sources.md for full classification rules and examples.
source_rate,target_rate,supported,voicing_xform,magnitude_xform,unvoiced_compensation,predictor_rho,category,notes
0,0,yes,none,none,none,n/a,identity,Source = target; passthrough (§8 validation pair).
6,0,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,1,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,2,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,3,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,4,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,5,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,6,yes,none,none,none,n/a,identity,Source = target; passthrough (§8 validation pair).
6,7,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,8,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,9,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,10,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,11,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,12,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,13,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,14,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,15,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
6,16,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,17,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,18,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,19,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,20,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,21,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,22,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,23,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,24,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,25,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,26,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,27,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,28,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,29,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,30,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,31,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,32,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,33,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,34,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,35,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,36,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,37,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,38,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,39,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,40,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,41,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,42,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,43,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,44,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,45,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,46,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,47,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,48,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,49,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,50,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,51,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,52,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,53,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,54,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,55,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,56,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,57,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,58,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,59,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,60,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,61,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,62,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> p25_fullrate_imbe); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
6,63,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> p25_fullrate_imbe); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,0,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,1,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,2,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,3,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,4,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,5,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,6,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,7,yes,none,none,none,n/a,identity,Source = target; passthrough (§8 validation pair).
7,8,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,9,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,10,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,11,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,12,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,13,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,14,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,15,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
7,16,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,17,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,18,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,19,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,20,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,21,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,22,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,23,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,24,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,25,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,26,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,27,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,28,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,29,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,30,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,31,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,32,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,33,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,34,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,35,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,36,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,37,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,38,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,39,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,40,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,41,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,42,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,43,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,44,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,45,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,46,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,47,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,48,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,49,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,50,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,51,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,52,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,53,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,54,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,55,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,56,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,57,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,58,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,59,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,60,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,61,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_plus_2_halfrate); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,62,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> p25_fullrate_imbe); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
7,63,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> p25_fullrate_imbe); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
8,0,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,1,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,2,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,3,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,4,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,5,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,6,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,7,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,8,yes,none,none,none,n/a,identity,Source = target; passthrough (§8 validation pair).
8,9,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,10,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,11,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,12,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,13,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,14,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,15,no,n/a,n/a,n/a,n/a,ambe_1000_internal,AMBE-1000 generation cross-rate pair; outside current rate-converter spec scope (no normative per-rate bit allocations).
8,16,no,n/a,n/a,n/a,n/a,cross_generation,Cross-generation pair (ambe_1000 -> ambe_2000); outside current rate-converter spec scope. MbeParams interchange may be feasible but per-generation encoder/decoder pipelines differ.
